,CLIA,FACILITY_TYPE,CERTIFICATE_TYPE,LAB_NAME,STREET,CITY,STATE,ZIP,PHONE,Contact,Touch 1,Touch 2,Touch 3,Touch 4,Call Tag 1,Call Tag 2
72409,43D2176232,Physician Office,Registration,Avera Medical Group Specialty Clinic,310 22nd Avenue,Brookings,SD,57006,(605) 697-9530,nan,nan,nan,nan,nan,nan,nan
72410,44D2175460,Physician Office,Registration,Levy Dermatology-Jackson,15 Old Humbolt Rd,Jackson,TN,38305,(901) 624-3333,nan,nan,nan,nan,nan,nan,nan
72412,44D2093087,Physician Office,Microscopy,John W Macey Jr MD,"2201 Murphy Avenue, Suite 307",Nashville,TN,37203,(615) 730-8674,nan,nan,nan,nan,nan,nan,nan
72413,44D2175827,Physician Office,Microscopy,Family Clinic Of Selmer Pc,832 Mulberry Ave Ste B,Selmer,TN,38375,(731) 434-0201,nan,nan,nan,nan,nan,nan,nan
72414,45D2175132,Physician Office,Registration,Gastro Star,"3303 Rodger Road, Ste 250",San Antonio,TX,78251,(210) 405-3410,nan,nan,nan,nan,nan,nan,nan
72415,45D2174507,Physician Office,Registration,Almouie Pediatrics,2110 W Slaughter Lane Ste. 185,Austin,TX,78748,(512) 647-6049,nan,nan,nan,nan,nan,nan,nan
72416,45D2176365,Physician Office,Microscopy,Baylor Scott & White Clinic - Bee Cave,16018 W Sh 71,Bee Cave,TX,78738,(512) 654-3936,nan,nan,nan,nan,nan,nan,nan
72417,45D2176482,Physician Office,Microscopy,Lisa M Jukes MD Pa,3944 Rr 620 S Bldg 8 Ste 208,Bee Cave,TX,78738,(512) 301-6767,nan,nan,nan,nan,nan,nan,nan
72418,45D2175405,Physician Office,Microscopy,Dallas Renal Group,3600 Gaston Ave Suite 561 Wadley Tower,Dallas,TX,75246,(972) 274-5555,nan,nan,nan,nan,nan,nan,nan
72419,45D2176663,Physician Office,Registration,Pediatrics Express +,2727 W Trenton Road,Edinburg,TX,78539,(956) 579-4822,nan,nan,nan,nan,nan,nan,nan
72420,45D2106760,Physician Office,Registration,Border Regional Family Medicine,12008 Socorro Rd,San Elizario,TX,79849,(915) 855-7000,nan,nan,nan,nan,nan,nan,nan
72421,45D2176501,Physician Office,Registration,Privia Medical Group Of North Texas Laboratory,2909 Lackland Rd,Fort Worth,TX,76116,(817) 740-8527,nan,nan,nan,nan,nan,nan,nan
72422,45D2175345,Physician Office,Microscopy,"Teriya M Richmond MD, Pllc",4702 Emancipation Ave,Houston,TX,77004,(713) 453-6962,nan,nan,nan,nan,nan,nan,nan
72423,45D2175180,Physician Office,Registration,Greater Austin Pain Center,4210 Benner Road,Kyle,TX,78640,(512) 298-1645,nan,nan,nan,nan,nan,nan,nan
72424,45D2017697,Physician Office,Registration,Victoria Pain & Rehabilitation Center,115 Medical Drive #104,Victoria,TX,77904,(361) 575-2882,nan,nan,nan,nan,nan,nan,nan
72425,45D1107756,Physician Office,Microscopy,Baylor Scott & White Hillcrest Marketplace Clinic,2304 Marketplace Drive,Waco,TX,76711,(254) 202-6053,nan,nan,nan,nan,nan,nan,nan
72426,46D2176491,Physician Office,Microscopy,"Roots And Raices Functional Medicine, Inc","1452 E Ridgeline Drive, Suite 5",Ogden,UT,84405,(435) 267-7668,nan,nan,nan,nan,nan,nan,nan
72428,49D0224493,Physician Office,Microscopy,Ob Gyn Assocs Of Northern Virginia Ltd,6355 Walker Lane Suite 408,Alexandria,VA,22310,(703) 578-3100,nan,nan,nan,nan,nan,nan,nan
72429,49D2152240,Physician Office,Microscopy,Lewisgale Physicians - Family Medicine Gme,"4910 Valley View Blvd, Nw",Roanoke,VA,24012,(540) 265-4210,nan,nan,nan,nan,nan,nan,nan
72430,50D2176599,Physician Office,Microscopy,Franciscan Medical Clinic - Bainbridge Island,1344 Wintergreen Ln Ne,Bainbridge Island,WA,98110,(206) 855-7600,nan,nan,nan,nan,nan,nan,nan
72431,50D2177265,Physician Office,Microscopy,Chuckanut Family Medicine,1401 6th St,Bellingham,WA,98225,(360) 733-2904,nan,nan,nan,nan,nan,nan,nan
72432,51D2132268,Physician Office,Microscopy,Activate Healthcare - Constellium Clinic,859 Century Way,Ravenswood,WV,26164,(773) 697-3144,nan,nan,nan,nan,nan,nan,nan
72438,28D2175691,Hospital,Registration,Grand Island Regional Medical Center,3533 Praireview St,Grand Island,NE,68803,(515) 450-2287,nan,nan,nan,nan,nan,nan,nan
72439,39D2176140,Hospital,Registration,Upmc Carlisle Hospital Blood Gas Lab,361 Alexander Spring Rd,Carlisle,PA,17015,(717) 960-3224,nan,nan,nan,nan,nan,nan,nan
72440,45D2176668,Hospital,Registration,"Doctors Hospital 1197 Lp, Dba Ummc Spring",20635 Kuykendahl Rd,Spring,TX,77379,(346) 808-5589,nan,nan,nan,nan,nan,nan,nan
72442,03D1057302,Physician Office,Registration,San Tan Family Medicine,"2680 S Val Vista Drive, #114",Gilbert,AZ,85295,(918) 810-8233,nan,nan,nan,nan,nan,nan,nan
72443,05D0705745,Physician Office,Microscopy,Womens Health Group A Med Corporation,1850 Sullivan Ave Ste 312,Daly City,CA,94015-2204,(650) 756-4663,nan,nan,nan,nan,nan,nan,nan
72444,05D2176829,Physician Office,Microscopy,Arrowhead Family Health Center-Westside,850 East Foothill Blvd,Rialto,CA,92376,(909) 386-9799,nan,nan,nan,nan,nan,nan,nan
72445,06D2175898,Physician Office,Registration,Rocky Mountain Men's Clinic,718 Malena Lane #201,Castle Rock,CO,80108,(720) 889-3735,nan,nan,nan,nan,nan,nan,nan
72447,08D2176534,Physician Office,Microscopy,"All About Women, Pa","2600 Glasgow Avenue, Suite 120",Newark,DE,19702,(302) 224-8400,nan,nan,nan,nan,nan,nan,nan
72448,08D2176531,Physician Office,Microscopy,"All About Women, Pa","4600 New Linden Hill Road, Suite 202",Wilmington,DE,19808,(302) 224-8400,nan,nan,nan,nan,nan,nan,nan
72449,10D2174754,Physician Office,Registration,"Health First Medical Group, LLC",1264 Malabar Road,Palm Bay,FL,32907,(321) 268-4200,nan,nan,nan,nan,nan,nan,nan
72450,10D2176721,Physician Office,Registration,Michael J Freeman MD Pa,13690 Us 441 North Suite 300,The Villages,FL,32159,(352) 221-9646,nan,nan,nan,nan,nan,nan,nan
72451,11D2175881,Physician Office,Microscopy,"Georgia Dermatology & Skin Cancer Ctr, LLC",415 East Crossville Road,Roswell,GA,30075,(770) 642-4644,nan,nan,nan,nan,nan,nan,nan
72452,14D2176451,Physician Office,Registration,"Derick Dermatology, L L C",1811 Elmore Ave,Downers Grove,IL,60515,(847) 381-8899,nan,nan,nan,nan,nan,nan,nan
72453,18D2176477,Physician Office,Registration,"Sterling Toxicology, LLC",125 Foxglove Drive Suite C,Mount Sterling,KY,40353,(859) 498-3333,nan,nan,nan,nan,nan,nan,nan
72454,21D2176588,Physician Office,Registration,"Mann And Henry Podiatry Services, LLC","7101 Guilford Dr , Ste 204",Frederick,MD,21704,(301) 694-8880,nan,nan,nan,nan,nan,nan,nan
72455,21D2176577,Physician Office,Registration,MD Foot And Ankle Specialist LLC,1010 Liberty Rd Suite 100,Eldersburg,MD,21784,(410) 795-2155,nan,nan,nan,nan,nan,nan,nan
72457,24D0999567,Physician Office,Registration,St Luke's Internal Medicine Clinic,1001 East Superior Street Stel401,Duluth,MN,55802,(218) 249-6282,nan,nan,nan,nan,nan,nan,nan
72458,26D1051673,Physician Office,Microscopy,Och Evergreen Clinic Lab,1540 E Evergreen St,Springfield,MO,65803,(417) 823-2900,nan,nan,nan,nan,nan,nan,nan
72459,25D2177138,Physician Office,Microscopy,Panola Physician Group LLC,223 E Main St,Senatobia,MS,38668,(662) 562-4166,nan,nan,nan,nan,nan,nan,nan
72460,34D2177043,Physician Office,Registration,"American Oncology Partners, Pa",551 Brevard Road,Asheville,NC,28806,(828) 212-7021,nan,nan,nan,nan,nan,nan,nan
72461,34D2177053,Physician Office,Registration,"American Oncology Partners, Pa",10 One Center Court,Franklin,NC,28734,(828) 212-7023,nan,nan,nan,nan,nan,nan,nan
72462,34D0247746,Physician Office,Microscopy,Dermatology Center Of,506 Park Hill Court #1,Hendersonville,NC,28739,(336) 724-2434,nan,nan,nan,nan,nan,nan,nan
72463,34D2176946,Physician Office,Registration,Tryon Medical Partners Central Labortaory,"3420 Saint Vardell Lane, Suite B",Charlotte,NC,28217,(704) 495-6334,nan,nan,nan,nan,nan,nan,nan
72464,31D2176398,Physician Office,Registration,North Jersey Dermatology Center,"1616 Route 72 West, 2nd Floor",Manahawkin,NJ,8050,(973) 632-3132,nan,nan,nan,nan,nan,nan,nan
72465,31D2176400,Physician Office,Registration,North Jersey Dermatology Center,41 Green Pond Road,Rockaway,NJ,7866,(973) 632-3132,nan,nan,nan,nan,nan,nan,nan
72466,31D0120143,Physician Office,Microscopy,"Reliance Medical Group, LLC",53 West White Horse Pike,Galloway Township,NJ,8205,(609) 652-2516,nan,nan,nan,nan,nan,nan,nan
72467,33D2174881,Physician Office,Registration,Peter Ruzohorsky MD Pc,341 Wallabout St,Brooklyn,NY,11206,(718) 218-6089,nan,nan,nan,nan,nan,nan,nan
72468,33D2172550,Physician Office,Microscopy,Rrh Hilton Health Care,279 East Ave,Hilton,NY,14468,(585) 392-9100,nan,nan,nan,nan,nan,nan,nan
72469,33D2177370,Physician Office,Compliance,Saratoga Schenectady Gastroenterology Associates,"848 Route 50, Suite B",Burnt Hills,NY,12027,(518) 831-1500,nan,nan,nan,nan,nan,nan,nan
72470,37D2177045,Physician Office,Registration,"Pathology Laboratory Associates, Inc - Norman",3401 Macdonnell Dr,Norman,OK,73069,(602) 397-3301,nan,nan,nan,nan,nan,nan,nan
72471,39D2174449,Physician Office,Registration,A-Z Urgent Care LLC,45 South Pine Street,Elverson,PA,19520,(610) 901-3900,nan,nan,nan,nan,nan,nan,nan
72472,39D2176334,Physician Office,Microscopy,Care Connections,555 N Duke Street,Lancaster,PA,17602,(717) 544-4331,nan,nan,nan,nan,nan,nan,nan
72473,43D2176635,Physician Office,Registration,"Skin Institute At Rcmc, The",2820 Mount Rushmore Rd,Rapid City,SD,57701,(605) 342-3280,nan,nan,nan,nan,nan,nan,nan
72474,50D2177299,Physician Office,Microscopy,Lark Dermatology,21137 State Route 410 E Ste I,Bonney Lake,WA,98391,(253) 862-5275,nan,nan,nan,nan,nan,nan,nan
72476,01D2176939,Independent,Registration,Golden Point Scientific Labs,411 Lorna Square,Hoover,AL,35244,(205) 573-6222,nan,nan,nan,nan,nan,nan,nan
72478,04D2177406,Independent,Registration,Exacta Laboratory Systems,2400 E Kiehl Ave,Sherwood,AR,72120,(866) 339-2282,nan,nan,nan,nan,nan,nan,nan
72479,05D2177822,Independent,Registration,Fellow Health Inc.,953 Indiana St Ste 1,San Francisco,CA,94107,(904) 404-1751,nan,nan,nan,nan,nan,nan,nan
72480,05D2176566,Independent,Registration,Lunglife Ai,2545 W Hillcrest Dr Ste 140,Thousand Oaks,CA,91320,(805) 409-9868,nan,nan,nan,nan,nan,nan,nan
72481,06D2177270,Independent,Registration,"Avant Diagnostics, Inc",15000 W 6th Ave,Golden,CO,80401,(720) 785-0133,nan,nan,nan,nan,nan,nan,nan
72482,06D2176866,Independent,Registration,"Cedar Diagnostics, LLC (Pagosa)",27b Talisman Drive,Pagosa Springs,CO,81147,(970) 372-0456,nan,nan,nan,nan,nan,nan,nan
72483,09D2177481,Independent,Registration,Epiarx LLC,4712 Windom Place Nw,Washington,DC,20016,(202) 810-2006,nan,nan,nan,nan,nan,nan,nan
72492,18D2176715,Independent,Registration,"Ohio Fertility Providers, LLC",2401 Terra Crossing Blvd,Louisville,KY,40245,(513) 924-5555,nan,nan,nan,nan,nan,nan,nan
72495,29D2174970,Independent,Registration,Nevada Donor Network Bone Marrow Testing Laborator,2061 E Sahara Ave,Las Vegas,NV,89104,(855) 683-6667,nan,nan,nan,nan,nan,nan,nan
72496,33D2179170,Independent,Compliance,Sinapath,1735-B North Ocean Ave,Medford,NY,11763,(631) 599-3719,nan,nan,nan,nan,nan,nan,nan
72498,33D2178488,Independent,Compliance,"Advanced Pathology Laboratory, LLC (Dba Apl)","135 Little Neck Road, Rm #1",Southampton,NY,11968,(516) 457-1806,nan,nan,nan,nan,nan,nan,nan
72499,33D2177805,Independent,Compliance,"Quater Diagnostic Labs, LLC","2821 Wehrle Drive, Suite 09",Williamsville,NY,14221,(716) 428-3581,nan,nan,nan,nan,nan,nan,nan
72500,33D2178933,Independent,Compliance,Truelab,90-17 Jamaica Ave,Woodhaven,NY,11421,(917) 319-1632,nan,nan,nan,nan,nan,nan,nan
72502,39D2178276,Independent,Registration,Anpac Bio Usa,"727 Norristown Rd, 3 Spring House Innovation Park",Lower Gwynedd,PA,19002,(408) 802-9518,nan,nan,nan,nan,nan,nan,nan
72503,40D2177981,Independent,Registration,"Laboratorio Avanzado , Inc",Centro Comercial Paseos Suite 111,San Juan,PR,936,(787) 462-6688,nan,nan,nan,nan,nan,nan,nan
72504,44D2177547,Independent,Registration,"Pathologists Laboratory, Pc","647 Myatt Dr, Operating Suite",Madison,TN,37115,(615) 574-6542,nan,nan,nan,nan,nan,nan,nan
72514,04D2178791,Independent,Registration,"Greenwood Labs, LLC - Anatomic Pathology Division","8907 Kanis Rd, Ste 401, Room #4",Little Rock,AR,72205,(501) 747-1343,nan,nan,nan,nan,nan,nan,nan
72516,03D2179368,Independent,Registration,"Caris Mpi, Inc Dba Caris Life Sciences",1527 E Apollo Rd,Phoenix,AZ,85042,(602) 464-7546,nan,nan,nan,nan,nan,nan,nan
72517,03D2179370,Independent,Registration,"Caris Mpi, Inc Dba Caris Life Sciences",14210 N 14th St,Phoenix,AZ,85022,(602) 464-7607,nan,nan,nan,nan,nan,nan,nan
72518,03D2179673,Independent,Registration,Old Pueblo Healthcare LLC,3151 N Windsong Dr,Prescott Valley,AZ,86314,(928) 255-5602,nan,nan,nan,nan,nan,nan,nan
72519,05D2176851,Independent,Registration,"Harvest Ivf Laboratory, LLC","125 Huntington Dr Bldg B, 3rd Fl",Arcadia,CA,91007,(626) 203-6861,nan,nan,nan,nan,nan,nan,nan
72520,05D2178990,Independent,Registration,Pathology Services Inc.,One Technology Dr East Ste C-523,Irvine,CA,92618,(617) 285-9548,nan,nan,nan,nan,nan,nan,nan
72521,05D2180792,Independent,Registration,Priva Path Labs Inc,222 E Huntington Dr Ste 100,Monrovia,CA,91016,(626) 263-0016,nan,nan,nan,nan,nan,nan,nan
72522,05D2104143,Independent,Compliance,Open Medicine Institute,319 Bernardo Ave,Mountain View,CA,94043,(650) 433-8930,nan,nan,nan,nan,nan,nan,nan
72523,05D2178991,Independent,Registration,"Community Health Clinical Laboratory, LLC","150 Tejas Place, Bldg B Ste A",Nipomo,CA,93444,(805) 723-1010,nan,nan,nan,nan,nan,nan,nan
72529,10D2179713,Independent,Registration,Laboratory Corporation Of America,2955 Brownwood Blvd Ste 110,The Villages,FL,32163,(813) 225-3805,nan,nan,nan,nan,nan,nan,nan
72531,12D2179073,Independent,Registration,"Diagnostic Laboratory Services, Inc - Pahoa",15-2714 Pahoa Village Rd,Pahoa,HI,96778,(808) 589-5254,nan,nan,nan,nan,nan,nan,nan
72534,19D2036128,Independent,Registration,Delta Pathology Group-West Jefferson Medical Cntr,1101 Medical Center Boulevard,Marrero,LA,70072,(504) 361-3757,nan,nan,nan,nan,nan,nan,nan
72536,22D2177445,Independent,Registration,"Vcare Medical Group, LLC",18 Hammond St,Worcester,MA,1610,(857) 256-4889,nan,nan,nan,nan,nan,nan,nan
72537,21D2179901,Independent,Registration,Meta Science LLC,10019 Reisterstown Road #213,Owings Mills,MD,21117,(410) 303-9923,nan,nan,nan,nan,nan,nan,nan
72538,21D2179897,Independent,Registration,Mbk Laboratory,1232 Race Road,Rosedale,MD,21237,(410) 878-2363,nan,nan,nan,nan,nan,nan,nan
72540,31D2177038,Independent,Registration,Genesis Laboratory Management LLC,3205 Fire Road,Egg Harbor Twp,NJ,8234,(732) 389-1530,nan,nan,nan,nan,nan,nan,nan
72541,32D2179085,Independent,Registration,Independent Drug Testing And Forensic Services LLC,4213 Montgomery Blvd Ne,Albuquerque,NM,87109,(505) 255-1090,nan,nan,nan,nan,nan,nan,nan
72542,33D2179335,Independent,Compliance,Anderson Labs,"208-01 Northern Blvd, 4th Floor",Bayside,NY,11361,(718) 746-0800,nan,nan,nan,nan,nan,nan,nan
72543,33D2180921,Independent,Compliance,Biotia Laboratory,"140 58th Street, Building A, Suite 8j",Brooklyn,NY,11220,(208) 850-1299,nan,nan,nan,nan,nan,nan,nan
72545,36D2180166,Independent,Registration,"Cleveland Diagnostics, Inc","3615 Superior Ave, Suite 4407c",Cleveland,OH,44114,(216) 432-2700,nan,nan,nan,nan,nan,nan,nan
72546,37D2180912,Independent,Registration,Immy Labs,2701 Corporate Centre Drive,Norman,OK,73069,(405) 360-4669,nan,nan,nan,nan,nan,nan,nan
72548,39D2180522,Independent,Registration,"Contamination Source Identification, LLC",419 14th Street,Huntingdon,PA,16652,(814) 506-9138,nan,nan,nan,nan,nan,nan,nan
72549,40D2179037,Independent,Registration,Laboratorio Clinico Cossma San Lorenzo,"Carr #181, Calle Munoz Rivera #173",San Lorenzo,PR,754,(787) 739-8182,nan,nan,nan,nan,nan,nan,nan
72550,45D2177992,Independent,Registration,Clinical Pathology Associates Bssc,"1111 W 34th St, Ste 100",Austin,TX,78705,(512) 579-4000,nan,nan,nan,nan,nan,nan,nan
72551,45D2179826,Independent,Registration,"Clinical Pathology Laboratories, Inc","1905 Sw Hk Dodgen Loop, Suite 102",Temple,TX,76502,(254) 298-2467,nan,nan,nan,nan,nan,nan,nan
72553,49D2179632,Independent,Registration,"O'sullivan Pathology, Pllc",7384 Beulah Church Road,Mechanicsville,VA,23111,(804) 516-4546,nan,nan,nan,nan,nan,nan,nan
72554,51D2179777,Independent,Registration,Analyze Pathology,2 Bosley Avenue,Parkersburg,WV,26101,(304) 485-6191,nan,nan,nan,nan,nan,nan,nan
72555,01D2176291,Hospital,Registration,Thomasville Regional Medical Center,300 Medical Park Drive,Thomasville,AL,36784,(205) 873-1442,nan,nan,nan,nan,nan,nan,nan
72556,04D2177626,Hospital,Registration,Siloam Springs Regional Hospital's,1255 S Shiloh Dr,Fayetteville,AR,72701,(479) 757-4442,nan,nan,nan,nan,nan,nan,nan
72557,04D2176408,Hospital,Registration,Nwa Pathology Assoc Fs At Ach Northwest Ark,2601 Gene George Blvd,Springdale,AR,72762,(479) 442-0144,nan,nan,nan,nan,nan,nan,nan
72558,03D2177960,Hospital,Registration,Yavapai Regional Medical Center,1003 Willow Creek Road,Prescott,AZ,86301,(928) 771-5770,nan,nan,nan,nan,nan,nan,nan
72559,05D2178538,Hospital,Registration,Encompass Health Rehabilitation Hospital,35470 Whitewood Rd,Murrieta,CA,92563,(951) 246-6500,nan,nan,nan,nan,nan,nan,nan
72560,07D2176723,Hospital,Registration,Greenwich Fertility Center,5 Perryridge Rd,Greenwich,CT,6830,(203) 863-3507,nan,nan,nan,nan,nan,nan,nan
72561,10D2178763,Hospital,Registration,University Of Miami Hospital And Clinics,2801 Ne 213 Street,Aventura,FL,33180,(305) 243-5426,nan,nan,nan,nan,nan,nan,nan
72562,10D2174989,Hospital,Registration,Medical Center Of Deltona,3300 Halifax Crossing Blvd Suite1b-176,Deltona,FL,32725,(386) 425-4003,nan,nan,nan,nan,nan,nan,nan
72563,10D2178030,Hospital,Registration,Ocala Health Trailwinds Village Emergency Room,6131 Seven Mile Drive,Wildwood,FL,34785,(352) 401-1202,nan,nan,nan,nan,nan,nan,nan
72564,15D1083834,Hospital,Registration,"Physician's Medical Center, LLC",4023 Reas Lane,New Albany,IN,47150,(812) 206-7642,nan,nan,nan,nan,nan,nan,nan
72565,34D2175896,Hospital,Registration,Frye Regional Medical Center,420 N Center Street,Hickory,NC,28601,(828) 315-3731,nan,nan,nan,nan,nan,nan,nan
72566,32D2180207,Hospital,Registration,Tricore Reference Laboratories-Lovelace Regional,117 East 19th Street,Roswell,NM,88201,(575) 625-3332,nan,nan,nan,nan,nan,nan,nan
72567,38D2179017,Hospital,Microscopy,Ohsu Chh Ppm,3303 Sw Bond Avenue,Portland,OR,97239,(503) 494-3897,nan,nan,nan,nan,nan,nan,nan
72568,38D2179018,Hospital,Microscopy,Ohsu Hospital And Clinics Ppm,3181 Sw Sam Jackson Park Rd,Portland,OR,97239,(503) 494-3897,nan,nan,nan,nan,nan,nan,nan
72569,39D2177163,Hospital,Registration,Highlands Hospital Toxicology Laboratory,"700 Park Street, Lower Level",Connellsville,PA,15425,(724) 603-2741,nan,nan,nan,nan,nan,nan,nan
72570,39D2177466,Hospital,Registration,Penn State Hershey Medical Ctr Reproductive Labs,"35 Hope Drive, Suite 202, Room 2110h",Hershey,PA,17033,(717) 531-6731,nan,nan,nan,nan,nan,nan,nan
72571,42D2177793,Hospital,Registration,Prisma Health - Laurens County Hospital,22725 Highway 76 East,Clinton,SC,29325,(864) 833-9418,nan,nan,nan,nan,nan,nan,nan
72572,43D2179639,Hospital,Registration,Monument Health Spearfish Hospital,1440 N Main,Spearfish,SD,57783,(605) 644-4007,nan,nan,nan,nan,nan,nan,nan
72573,45D2174832,Hospital,Registration,Center For Life - University Health System,4502 Medical Drive,San Antonio,TX,78229,(210) 743-4491,nan,nan,nan,nan,nan,nan,nan
72794,36D2179151,Physician Office,Microscopy,Summa Health Medical Group Pelvic,"95 Arch Street, Suite 270",Akron,OH,44304,(330) 374-4844,nan,nan,nan,nan,nan,nan,nan
72795,36D2179021,Physician Office,Registration,"Comprehensive Urology Institute, Inc","3660 Stutz Drive, Suite 202",Canfield,OH,44406,(330) 337-1134,nan,nan,nan,nan,nan,nan,nan
72796,36D2180262,Physician Office,Microscopy,River Valley Physicians - Columbiana,923 Columbiana Canfield Road,Columbiana,OH,44408,(330) 870-4595,nan,nan,nan,nan,nan,nan,nan
72797,36D1046584,Physician Office,Registration,Ohiohealth Primary Care Physicians,262 Neil Avenue Suite 230,Columbus,OH,43215,(614) 533-6740,nan,nan,nan,nan,nan,nan,nan
72798,36D2171404,Physician Office,Registration,"Milestone Addiction Counseling, LLC",106 N Murray Hill Rd,Columbus,OH,43228,(614) 710-1496,nan,nan,nan,nan,nan,nan,nan
72799,36D2178906,Physician Office,Registration,"Integrated Pain Solutions, Inc","1210 Gemini Place, Suite 300",Columbus,OH,43240,(614) 383-6450,nan,nan,nan,nan,nan,nan,nan
72800,36D2175813,Physician Office,Registration,Cincinnati Comprehensive Pain Center,2816 Mack Road,Fairfield,OH,45014,(513) 900-0750,nan,nan,nan,nan,nan,nan,nan
72801,36D2179141,Physician Office,Microscopy,Fostoria Primary Care,617 N County Line Street,Fostoria,OH,44830,(419) 436-9091,nan,nan,nan,nan,nan,nan,nan
